Category,Question,Answer
HISTORY,"In 1962, this country became a constitutional monarchy under King Hassan II",Morocco
HISTORY,The 1st prime minister of independent Kenya,Jomo Kenyatta
SCIENCE,You'll find this Frenchman's name on almost all milk cartons,Louis Pasteur
SCIENCE,"By then living in the U.S., he was offered the presidency of Israel in 1952",Albert Einstein
SCIENCE,"In 1993 he made a ""brief"" appearance as himself on an episode of ""Star Trek:  The Next Generation""",Stephen Hawking
SCIENCE,"Good Lord!  With absolute zero heirs at his death in 1907, this physicist's peerage became extinct",Lord Kelvin
SCIENCE,"""Father of the A-Bomb"" who recalled the Hindu line ""I am become death"" after the first atomic explosion",J. Robert Oppenheimer
SCIENCE,Not even a wheelchair & voice synthesizer can stop him from unlocking the secrets of the universe,Stephen Hawking
SCIENCE,In 1610 this Italian made his biggest discovery: the 4 largest moons of Jupiter,Galileo
SCIENCE,"This ""Father of Genetics"" is the subject of the biography ""The Monk in the Garden""",Gregor Mendel
SCIENCE,"At the Pantheon in Paris in 1851, he demonstrated the Earth's rotation using his famous pendulum",Michel Foucault
SCIENCE,He was doing research on influenza when he accidentally discovered penicillin,Alexander Fleming
HISTORY,"Born in 1672 & named for a saint, in 1703 he founded a city whose name represents both of them",Peter the Great
SCIENCE,These electromagnetic rays used to take pictures of your insides were originally known as Roentgen rays,X-rays
SCIENCE,This German-born American physicist won the 1921 Nobel Prize for Physics,Albert Einstein
SCIENCE,"When combined with oxygen, this lightest chemical element makes water",hydrogen
SCIENCE,"Also a term for someone from Warsaw, it's one of the 2 strongest points in a magnetic field",Pole
SCIENCE,The symbol of this radioactive element is Pu & it sounds like it's named after Mickey Mouse's dog,plutonium
HISTORY,British commander Sir Edward Pakenham was killed in this battle fought 2 weeks after the War of 1812,Battle of New Orleans
LITERACY,"""Every Who down in Who-ville liked Christmas a lot...""",How the Grinch Stole Christmas!
HISTORY,"To reach eastern markets in the 1800s, Texas drovers brought their cattle to Kansas via this trail",the Chisholm Trail
LITERACY,"""True!-Nervous-very, very dreadfully nervous I had been and am; but why will you say that I am mad?""","""The Tell-Tale Heart"""
HISTORY,"On November 14, 1889, the New York World called her trip, ""The Longest Journey Known to Mankind""",Nellie Bly
LITERACY,"""It was a pleasure to burn.""","""Fahrenheit 451"""
HISTORY,"On Mar. 27, 1964 this largest Alaska city was hit by an 8.4 earthquake",Anchorage
LITERACY,"""All happy families are alike but an unhappy family is unhappy after its own fashion.""","""Anna Karenina"""
HISTORY,In 1787 Arthur St. Clair became the first governor of this vast territory north of the Ohio River,Northwest Territory
LITERACY,"""My mother died.  Today, or maybe it was yesterday.""","""The Stranger"""
LITERACY,"""Tai-Pan"" was a ""Novel of Hong Kong"" by James Clavell, & this was his 1975 ""Novel of Japan""",Shogun
LITERACY,"In Pierre Boulle's ""Planet of the Apes"", Zira & Cornelius are this species of ape",chimpanzees
LITERACY,"Milan Kundera's ""Immortality"" read in this, its original language, may be unbearably light reading",Czech
LITERACY,Goethe called him Faust; Marlowe dubbed him this,Dr. Faustus
LITERACY,"Completes the title of Eldridge Cleaver's 1968 memoir ""Soul on...""",Ice
SCIENCE,This alliterative event happened 14 billion years ago,the Big Bang
SCIENCE,A hydrate contains this compound weakly bound in its crystals,water
SCIENCE,"Of the 3 main classes of rock, this one is further divided into plutonic & volcanic types",igneous
SCIENCE,"The IRAS telescope, which revealed 5 new comets, made its observations in this part of the light spectrum",infra-red
SCIENCE,This branch of medicine is devoted to the care & diseases of the elderly,geriatrics
LITERACY,"An epigraph he used on one story says, ""our hearts though stout and brave, still, like muffled drums are beating""",Edgar Allan Poe
LITERACY,"Beloved father of Cordelia, less beloved father of Goneril & Regan",King Lear
LITERACY,"""Run"", ""Redux"", ""Rich"", finally ""At Rest""","Harry ""Rabbit"" Angstrom"
LITERACY,"Devoted salesman & husband to Linda. ""Attention must be paid.""",Willy Loman
LITERACY,Fondly remembered by the boys of The Brookfield School.  Goodbye...,Mr. Chips
LITERACY,Died on safari after a short happy life.  Placed here by his wife,Francis Macomber
HISTORY,City that was the seat of government of the viceroyalty of New Spain,Mexico City
LITERACY,Cadpig was the smallest & prettiest of Pongo's 15 puppies in this 1956 Dodie Smith novel,"""101 Dalmatians"""
LITERACY,"Cottontail & these 2 ""went down the lane to gather blackberries"" in ""The Tale of Peter Rabbit""",Flopsy & Mopsy
LITERACY,This old grey donkey was Winnie-the-Pooh's friend who always saw things in a gloomy light,Eeyore
LITERACY,"This brown bear in Kipling's ""The Jungle Book"" taught the wolf cubs the law of the jungle & was later Mowgli's teacher",Baloo
LITERACY,Anna Sewell wrote her only novel about this title animal as a plea for the proper care of horses,"""Black Beauty"""
HISTORY,Julius Caesar became the leader of this empire in 45 B.C. but was killed just one year later,Roman
HISTORY,Around 1200 B.C. this Biblical man led his people to Canaan after their escape from slavery,Moses
HISTORY,"In 1347, this ""bubonic"" disease began in Europe; as many as one-third of the population would perish",plague
HISTORY,"Over 5,000 years ago, this ancient people created Hieroglyphics, like the one seen <a href=""http://www.j-archive.com/media/2003-01-07_DJ_26.jpg"" target=""_blank"">here</a>",Egyptians
HISTORY,"Around 336 B.C., this ""great"" king of Macedonia began building an empire from Africa to India",Alexander
LITERACY,"Terence, a Roman poet-playwright who lived in the second century B.C., said, ""Charity begins"" here",At Home
LITERACY,"Robert Louis Stevenson said, ""Marriage is ..... a field of battle, and not a bed of"" these",Roses
LITERACY,"In ""A Study in Scarlet"" this author called London ""that great cesspool""",Arthur Conan Doyle
LITERACY,"Poet who wrote, ""The woods are lovely, dark & deep, but I have promises to keep...""",Robert Frost
LITERACY,"""Always do right."" he wrote; ""This will gratify some people and astonish the rest""",Mark Twain
LITERACY,"These brothers first published their ""Fairy Tales"" in 1812 as ""Kinderund Hausmarchen""",the Brothers Grimm
LITERACY,She & her tres cher ami Jean-Paul Sartre collaborated on the political & literary journal Modern Times,Simone de Beauvoir
LITERACY,"For ""The Autobiography of Malcolm X"", Malcolm collaborated with this author",Alex Haley
LITERACY,"Sidney Howard helped this author dramatize ""Dodsworth""",Sinclair Lewis
LITERACY,"George S Kaufman died in June 1961; this man, his frequent collaborator, in December of that year",Moss Hart
SCIENCE,It's a vital sign: BP,blood pressure
SCIENCE,It's elemental: Zn,zinc
SCIENCE,"For water, it's 0 degrees Celsius: F.P.",freezing point
SCIENCE,Used of radio waves: MHz,megahertz
SCIENCE,When the stork won't come: IVF,in vitro fertilization
LITERACY,"A third, more sexually explicit version of this 1928 D.H. Lawrence novel was finally published in the U.S. in 1959","""Lady Chatterley's Lover"""
LITERACY,"""The Parson's Tale"", which deals at length with the 7 deadly sins, concludes this 14th century work","""The Canterbury Tales"""
LITERACY,"Ian Fleming introduced James Bond in this 1953 novel, which became a 1967 film starring David Niven","""Casino Royale"""
LITERACY,This James Joyce work is a dream sequence in the minds of the Earwicker family,"""Finnegans Wake"""
LITERACY,The title of this E.M. Forster novel refers to the house that belonged to Henry Wilcox' first wife,"""Howards End"""
LITERACY,"The 5th edition of this work, published in 1676, included a section on fly fishing by Charles Cotton",The Compleat Angler (by Izaak Walton)
HISTORY,"Melville said this abolitionist who was hanged in Charlestown, Va. in 1859 was ""the meteor of the war""",John Brown
HISTORY,Jackie Robinson broke baseball's color line in 1947 when he was signed by this team,the Dodgers
HISTORY,Harlem had one of these literary & cultural rebirths in the '20s & '30s,renaissance
HISTORY,"Edward & Burghardt were the middle names of <a href=""http://www.j-archive.com/media/2008-02-12_DJ_29.jpg"" target=""_blank"">this</a> organizer of the NAACP",(W.E.B.) Du Bois
HISTORY,"In 1957 Martin Luther King helped establish this religious organization, the SCLC",Southern Christian Leadership Conference
SCIENCE,"(<a href=""http://www.j-archive.com/media/2009-02-05_DJ_17.jpg"" target=""_blank"">Sarah of the Clue Crew holds up a sugar cube.</a>)  At sea level, at 32 degrees Fahrenheit, 1 cubic centimeter of air, the size of a sugar cube, contains <a href=""http://www.j-archive.com/media/2009-02-05_DJ_17a.jpg"" target=""_blank"">45 billion billion</a> of these, from the Latin for ""little mass""",a molecule
SCIENCE,"The name of this green pigment found in plants is partly from the Greek for ""green""",chlorophyll
SCIENCE,"Newton's first law, about bodies at rest & in motion, is also called the law of this",the law of inertia
SCIENCE,Graphite is a soft form of this element,carbon
SCIENCE,"(<a href=""http://www.j-archive.com/media/2009-02-05_DJ_21.jpg"" target=""_blank"">Kelly of the Clue Crew shows a graph on the monitor.</a>)  Symbolized lambda, the total distance covered by one complete cycle of oscillation from peak to peak or trough to trough is called this",a wavelength
LITERACY,"This book begins, ""All states and dominions which hold or have held mankind are either republics or monarchies""","\""The Prince\"" (by Machiavelli)"
LITERACY,Henry Fleming shares a tent with a loud soldier & a tall soldier in this Stephen Crane novel,"""The Red Badge of Courage"""
LITERACY,"Joanna Higgins' 1998 novel ""A Soldier's Book"" tells the story of Ira Stevens, a Union P.O.W. in this notorious prison",Andersonville
LITERACY,"He drew on his wartime nursing experience for the poem ""The Wound-Dresser""",Walt Whitman
LITERACY,"His works about the war include the essay ""What I Saw of Shiloh"" & the story ""An Occurrence at Owl Creek Bridge""",Ambrose Bierce
LITERACY,Jeff Shaara has written a prequel & a sequel to this 1974 novel about Gettysburg by his father Michael,"""The Killer Angels"""
LITERACY,"1900: ""Dorothy lived in the midst of the great Kansas prairies...""","""The Wizard of Oz"""
LITERACY,"1843: ""Marley was dead: to begin with""","""A Christmas Carol"""
LITERACY,"1854: ""When I wrote the following pages, or rather the bulk of them, I lived alone in the woods...""","""Walden; or, Life in the Woods"""
LITERACY,"1976: ""In our family there was no clear line between religion and fly fishing""","""A River Runs Through It"""
LITERACY,"1973: ""There were 117 psychoanalysts on the Pan Am flight to Vienna and I'd been treated by at least six of them""","""Fear of Flying"""
SCIENCE,"This scientist & author of ""2001"" wrote, 'Any...advanced technology is indistinguishable from magic""",Arthur C. Clarke
SCIENCE,(Sofia of the Clue Crew reports from the Field Museum in Chicago)  Snail shells are in a pattern usually called this; they add new coils as the snail ages,spiral
SCIENCE,"His 1947 oceanic expedition began in Callao, Peru & ended 10 days later in Polynesia",Thor Heyerdahl
SCIENCE,"(Sarah of the Clue Crew reports from the Field Museum in Chicago)  This spider, named for a mammal, doesn't wait patiently for prey, but hunts it down",wolf spider
SCIENCE,Light energy can be studied as these massless quantum units,photons
SCIENCE,"In North America, these tiny birds are the main birds that pollinate flowers",hummingbirds
SCIENCE,"Nitrogen makes up around 78% of the atmosphere; this gas, only about 20%",oxygen
